nombre_articulo,descripcion,modulo,ubicacion,asignacion,estado,fecha_de_adquisición,marca,modelo,codigo_interno,cantidad,estado_conservacion,stock_actual,stock_critico,unidad_medida,es_perecible,grupo,categoria,presentacion,proveedor_referencia,medida,porcentaje_desperdicio,cantidad_minima,precio_referencial,fuente_datos,hoja_origen,numero_origen
MOUSE,MOUSE - 2525APH7TJE8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2525APH7TJE8,2525APH7TJE8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,116
MOUSE,MOUSE - 2524APENUGN8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2524APENUGN8,2524APENUGN8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,117
MOUSE,MOUSE - 2525APS7ESA8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2525APS7ESA8,2525APS7ESA8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,118
MOUSE,MOUSE - 2524APANUGM8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2524APANUGM8,2524APANUGM8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,119
MOUSE,MOUSE - 2505APC3ZCJ8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APC3ZCJ8,2505APC3ZCJ8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,120
MOUSE,MOUSE - 2524APAPA2S8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2524APAPA2S8,2524APAPA2S8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,121
MOUSE,MOUSE - 2524AP9NUH28,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2524AP9NUH28,2524AP9NUH28,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,122
MOUSE,MOUSE - 2526APLNN268,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2526APLNN268,2526APLNN268,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,123
MOUSE,MOUSE - 2505APA40TC8,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,LOGITECH,2505APA40TC8,2505APA40TC8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,124
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,,,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,125
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130954,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130954,250425-1130954,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,126
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130955,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130955,250425-1130955,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,127
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130956,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130956,250425-1130956,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,128
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130953,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130953,250425-1130953,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,129
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130957,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130957,250425-1130957,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,130
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130673,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130673,250425-1130673,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,131
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130958,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130958,250425-1130958,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,132
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130959,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130959,250425-1130959,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,133
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130674,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130674,250425-1130674,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,134
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130675,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130675,250425-1130675,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,135
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130676,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130676,250425-1130676,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,136
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130679,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130679,250425-1130679,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,137
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130667,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130667,250425-1130667,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,138
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130677,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130677,250425-1130677,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,139
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130680,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130680,250425-1130680,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,140
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130678,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130678,250425-1130678,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,141
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130666,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130666,250425-1130666,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,142
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130670,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130670,250425-1130670,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,143
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130668,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130668,250425-1130668,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,144
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130665,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130665,250425-1130665,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,145
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130672,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130672,250425-1130672,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,146
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130671,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130671,250425-1130671,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,147
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1131074,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1131074,250425-1131074,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,148
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130669,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130669,250425-1130669,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,149
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1131075,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1131075,250425-1131075,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,150
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130593,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130593,250425-1130593,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,151
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130596,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130596,250425-1130596,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,152
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1131076,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1131076,250425-1131076,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,153
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130594,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130594,250425-1130594,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,154
REGULADOR DE VOLTAJE,REGULADOR DE VOLTAJE - 250425-1130595,TI,11uanrj2fc,11v6pin4jc,Activo,2025-12-22,CDP,250425-1130595,250425-1130595,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,CEDHI,155
MONITOR,MONITOR - ADV2450523M080416,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24505,ADV2450523M080416,ADV2450523M080416,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,1
MONITOR,MONITOR - ADV2450523M080418,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24506,ADV2450523M080418,ADV2450523M080418,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,2
MONITOR,MONITOR - ADV2450523M080590,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24507,ADV2450523M080590,ADV2450523M080590,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,3
MONITOR,MONITOR - ADV2450523M080587,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24508,ADV2450523M080587,ADV2450523M080587,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,4
MONITOR,MONITOR - ADV2450523M080458,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24509,ADV2450523M080458,ADV2450523M080458,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,5
MONITOR,MONITOR - ADV2450523M080255,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24510,ADV2450523M080255,ADV2450523M080255,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,6
MONITOR,MONITOR - ADV2450523M080448,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24511,ADV2450523M080448,ADV2450523M080448,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,7
MONITOR,MONITOR - ADV2450523M080542,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24512,ADV2450523M080542,ADV2450523M080542,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,8
MONITOR,MONITOR - ADV2450523M080502,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24513,ADV2450523M080502,ADV2450523M080502,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,9
MONITOR,MONITOR - ADV2450523M080606,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24514,ADV2450523M080606,ADV2450523M080606,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,10
MONITOR,MONITOR - ADV2450523M080446,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24515,ADV2450523M080446,ADV2450523M080446,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,11
MONITOR,MONITOR - ADV2450523M080623,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24516,ADV2450523M080623,ADV2450523M080623,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,12
MONITOR,MONITOR - ADV2450523M080229,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24517,ADV2450523M080229,ADV2450523M080229,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,13
MONITOR,MONITOR - ADV2450523M080641,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24518,ADV2450523M080641,ADV2450523M080641,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,14
MONITOR,MONITOR - ADV2450523M080511,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24519,ADV2450523M080511,ADV2450523M080511,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,15
MONITOR,MONITOR - ADV2450523M080612,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24520,ADV2450523M080612,ADV2450523M080612,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,16
MONITOR,MONITOR - ADV2450523M080244,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24521,ADV2450523M080244,ADV2450523M080244,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,17
MONITOR,MONITOR - ADV2450523M080261,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,ADVANCE/ADV-24522,ADV2450523M080261,ADV2450523M080261,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,18
CPU,CPU - 4CE401C1X3,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1X3,4CE401C1X3,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,1
CPU,CPU - 4CE401C1X4,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1X4,4CE401C1X4,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,2
CPU,CPU - 4CE401C1XB,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1XB,4CE401C1XB,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,3
CPU,CPU - 4CE401C1VH,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1VH,4CE401C1VH,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,4
CPU,CPU - 4CE401C1XN,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1XN,4CE401C1XN,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,5
CPU,CPU - 4CE401C1WF,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1WF,4CE401C1WF,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,6
CPU,CPU - 4CE401C1VC,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1VC,4CE401C1VC,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,7
CPU,CPU - 4CE401C1XR,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1XR,4CE401C1XR,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,8
CPU,CPU - 4CE401C1WS,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1WS,4CE401C1WS,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,9
CPU,CPU - 4CE401C1Y2,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1Y2,4CE401C1Y2,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,10
CPU,CPU - 4CE401C1XW,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1XW,4CE401C1XW,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,11
CPU,CPU - 4CE401C1VT,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1VT,4CE401C1VT,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,12
CPU,CPU - 4CE401C1V9,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1V9,4CE401C1V9,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,13
CPU,CPU - 4CE401C1VN,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1VN,4CE401C1VN,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,14
CPU,CPU - 4CE401C1WG,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1WG,4CE401C1WG,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,15
CPU,CPU - 4CE401C1WT,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1WT,4CE401C1WT,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,16
CPU,CPU - 4CE401C1WV,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1WV,4CE401C1WV,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,17
CPU,CPU - 4CE401C1VB,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,TTG02-1001LA/HP,4CE401C1VB,4CE401C1VB,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,18
TECLADO,TECLADO - 2402LO3053H8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2402LO3053H8,2402LO3053H8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,1
TECLADO,TECLADO - 2402LO307788,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2402LO307788,2402LO307788,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,2
TECLADO,TECLADO - 2402LO307798,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2402LO307798,2402LO307798,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,3
TECLADO,TECLADO - 2402LO305DY8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2402LO305DY8,2402LO305DY8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,4
TECLADO,TECLADO - 2349MR123C98,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2349MR123C98,2349MR123C98,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,5
TECLADO,TECLADO - 2404LO30F458,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2404LO30F458,2404LO30F458,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,6
TECLADO,TECLADO - 2402LO307708,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2402LO307708,2402LO307708,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,7
TECLADO,TECLADO - 2349MR123CAB,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2349MR123CAB,2349MR123CAB,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,8
TECLADO,TECLADO - 2404LO30F408,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2404LO30F408,2404LO30F408,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,9
TECLADO,TECLADO - 2404LO30F488,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2404LO30F488,2404LO30F488,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,10
TECLADO,TECLADO - 2349MR123C88,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2349MR123C88,2349MR123C88,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,11
TECLADO,TECLADO - 2349MR123C78,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2349MR123C78,2349MR123C78,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,12
TECLADO,TECLADO - 2402LO305E98,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2402LO305E98,2402LO305E98,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,13
TECLADO,TECLADO - 2402LO305E38,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2402LO305E38,2402LO305E38,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,14
TECLADO,TECLADO - 2404LO30D9K8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2404LO30D9K8,2404LO30D9K8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,15
TECLADO,TECLADO - 2404LO30C7E8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2404LO30C7E8,2404LO30C7E8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,16
TECLADO,TECLADO - 2404LO30C6X8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2404LO30C6X8,2404LO30C6X8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,17
TECLADO,TECLADO - 2404LO30C7U8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2404LO30C7U8,2404LO30C7U8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,18
MOUSE,MOUSE - 2350APO5SBH8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2350APO5SBH8,2350APO5SBH8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,1
MOUSE,MOUSE - 2350AP023WA8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2350AP023WA8,2350AP023WA8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,2
MOUSE,MOUSE - 2350AP023EP8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2350AP023EP8,2350AP023EP8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,3
MOUSE,MOUSE - 2350AP03TAT8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2350AP03TAT8,2350AP03TAT8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,4
MOUSE,MOUSE - 2351AP018HX8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2351AP018HX8,2351AP018HX8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,5
MOUSE,MOUSE - 2351AP017078,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2351AP017078,2351AP017078,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,6
MOUSE,MOUSE - M20251216007,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,M20251216007,M20251216007,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,7
MOUSE,MOUSE - M20251216008,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,M20251216008,M20251216008,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,8
MOUSE,MOUSE - 2351AP018RV8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2351AP018RV8,2351AP018RV8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,9
MOUSE,MOUSE - 2351AP015WM8,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2351AP015WM8,2351AP015WM8,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,10
MOUSE,MOUSE - HS345HD,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,HS345HD,HS345HD,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,11
MOUSE,MOUSE - M20251216012,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,M20251216012,M20251216012,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,12
MOUSE,MOUSE - 2350AP055F18,TI,11vp24qu4s,11vlr1tlff,Activo,2025-12-16,LOGITECH,2350AP055F18,2350AP055F18,1,B,,,,,,,,,,,,,3. SALA DE COMPUTO.xlsx,Copia de CEDHI,13
